Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1875,6,-0.269,0.177,-0.346,0.096,-0.245,0.068,-0.226,0.063,-0.246,0.068
1875,7,-0.212,0.182,-0.339,0.097,-0.24,0.069,-0.228,0.063,-0.247,0.068
1875,8,-0.257,0.193,-0.33,0.101,-0.231,0.069,-0.227,0.063,-0.248,0.067
1875,9,-0.277,0.175,-0.317,0.099,-0.217,0.069,-0.228,0.063,-0.249,0.067
1875,10,-0.188,0.172,-0.309,0.097,-0.205,0.07,-0.228,0.063,-0.25,0.067
1875,11,-0.573,0.197,-0.329,0.099,-0.201,0.07,-0.227,0.062,-0.251,0.067
1875,12,-0.46,0.226,-0.334,0.096,-0.196,0.07,-0.224,0.062,-0.249,0.066
1876,1,-0.372,0.227,-0.331,0.095,-0.191,0.07,-0.22,0.062,-0.252,0.066
1876,2,-0.265,0.201,-0.335,0.095,-0.187,0.07,-0.217,0.061,-0.253,0.066
1876,3,-0.286,0.164,-0.341,0.098,-0.181,0.071,-0.215,0.061,-0.253,0.066
1876,4,-0.272,0.164,-0.347,0.098,-0.178,0.071,-0.215,0.061,-0.253,0.066
1876,5,-0.522,0.183,-0.34,0.097,-0.172,0.071,-0.213,0.061,-0.253,0.065
1876,6,-0.329,0.149,-0.35,0.092,-0.17,0.07,-0.214,0.061,-0.254,0.065
1876,7,-0.166,0.19,-0.339,0.092,-0.168,0.07,-0.214,0.061,-0.255,0.065
1876,8,-0.308,0.197,-0.325,0.092,-0.168,0.07,-0.214,0.06,-0.256,0.065
1876,9,-0.35,0.182,-0.296,0.092,-0.159,0.07,-0.213,0.061,-0.257,0.065
1876,10,-0.261,0.169,-0.283,0.092,-0.158,0.07,-0.213,0.06,-0.258,0.065
1876,11,-0.484,0.194,-0.244,0.092,-0.158,0.069,-0.212,0.06,-0.26,0.065
1876,12,-0.579,0.173,-0.221,0.093,-0.156,0.069,-0.21,0.06,-0.262,0.064
1877,1,-0.25,0.214,-0.196,0.093,-0.156,0.068,-0.206,0.06,-0.265,0.064
1877,2,-0.088,0.216,-0.152,0.092,-0.157,0.068,-0.202,0.06,-0.267,0.064
1877,3,0.055,0.155,-0.109,0.092,-0.159,0.069,-0.2,0.06,-0.268,0.063
1877,4,-0.119,0.181,-0.072,0.093,-0.156,0.069,-0.2,0.06,-0.268,0.063
1877,5,-0.045,0.209,-0.013,0.093,-0.153,0.069,-0.201,0.06,-0.269,0.063
1877,6,-0.059,0.154,0.028,0.093,-0.156,0.068,-0.201,0.06,-0.27,0.063
1877,7,0.132,0.186,0.049,0.092,-0.155,0.069,-0.203,0.06,-0.271,0.063
1877,8,0.23,0.201,0.091,0.091,-0.157,0.069,-0.205,0.06,-0.272,0.062
1877,9,0.161,0.183,0.134,0.092,-0.154,0.068,-0.205,0.061,-0.273,0.062
1877,10,0.189,0.177,0.17,0.091,-0.154,0.068,-0.206,0.061,-0.275,0.062
1877,11,0.212,0.184,0.169,0.091,-0.153,0.068,-0.206,0.06,-0.278,0.062
1877,12,-0.081,0.197,0.184,0.092,-0.154,0.069,-0.207,0.06,-0.279,0.062
1878,1,-0.004,0.208,0.184,0.091,-0.155,0.069,-0.208,0.06,-0.278,0.061
1878,2,0.42,0.204,0.172,0.094,-0.154,0.069,-0.211,0.06,-0.277,0.059
1878,3,0.576,0.162,0.157,0.094,-0.155,0.069,-0.209,0.06,-0.278,0.059
1878,4,0.31,0.175,0.138,0.095,-0.157,0.069,-0.208,0.06,-0.279,0.058
1878,5,-0.053,0.173,0.122,0.096,-0.151,0.069,-0.208,0.06,-0.28,0.058
1878,6,0.114,0.162,0.119,0.096,-0.147,0.068,-0.207,0.06,-0.281,0.058
1878,7,0.135,0.172,0.11,0.094,-0.142,0.067,-0.208,0.06,-0.282,0.058
1878,8,0.082,0.197,0.056,0.092,-0.141,0.067,-0.21,0.06,-0.283,0.058
1878,9,-0.011,0.162,0.002,0.09,-0.137,0.067,-0.21,0.06,-0.283,0.058
1878,10,-0.046,0.168,-0.048,0.089,-0.133,0.068,-0.21,0.06,-0.284,0.058
1878,11,0.024,0.181,-0.065,0.088,-0.125,0.068,-0.212,0.06,-0.283,0.057
1878,12,-0.118,0.182,-0.092,0.088,-0.125,0.068,-0.212,0.06,-0.283,0.057
1879,1,-0.117,0.198,-0.121,0.089,-0.125,0.068,-0.212,0.06,-0.282,0.057
1879,2,-0.224,0.178,-0.148,0.09,-0.122,0.068,-0.212,0.06,-0.282,0.057
1879,3,-0.072,0.179,-0.173,0.09,-0.122,0.068,-0.211,0.06,-0.279,0.057
1879,4,-0.295,0.169,-0.177,0.09,-0.121,0.068,-0.212,0.059,-0.278,0.057
1879,5,-0.256,0.164,-0.202,0.086,-0.12,0.067,-0.215,0.059,-0.278,0.056
1879,6,-0.2,0.166,-0.233,0.086,-0.114,0.067,-0.217,0.059,-0.278,0.056
1879,7,-0.218,0.172,-0.256,0.086,-0.108,0.067,-0.22,0.059,-0.278,0.056
1879,8,-0.246,0.189,-0.278,0.085,-0.106,0.067,-0.222,0.059,-0.278,0.056
1879,9,-0.308,0.174,-0.295,0.086,-0.109,0.066,-0.225,0.059,-0.279,0.056
1879,10,-0.09,0.177,-0.299,0.087,-0.112,0.066,-0.226,0.059,-0.28,0.056
1879,11,-0.285,0.179,-0.296,0.09,-0.115,0.066,-0.228,0.058,-0.281,0.056
1879,12,-0.487,0.19,-0.305,0.094,-0.12,0.066,-0.229,0.058,-0.281,0.056
1880,1,-0.386,0.22,-0.31,0.095,-0.128,0.066,-0.231,0.058,-0.281,0.056
1880,2,-0.497,0.18,-0.305,0.097,-0.135,0.066,-0.232,0.058,-0.281,0.056
1880,3,-0.272,0.184,-0.311,0.098,-0.141,0.066,-0.231,0.058,-0.282,0.055
1880,4,-0.338,0.197,-0.329,0.102,-0.15,0.065,-0.232,0.058,-0.282,0.055
1880,5,-0.225,0.189,-0.32,0.102,-0.161,0.065,-0.235,0.058,-0.284,0.055
1880,6,-0.311,0.171,-0.299,0.1,-0.169,0.064,-0.237,0.058,-0.285,0.055
1880,7,-0.27,0.188,-0.274,0.103,-0.176,0.064,-0.238,0.058,-0.287,0.055
1880,8,-0.19,0.2,-0.248,0.103,-0.19,0.064,-0.24,0.058,-0.288,0.055
1880,9,-0.377,0.165,-0.23,0.102,-0.201,0.064,-0.241,0.058,-0.289,0.055
1880,10,-0.313,0.184,-0.203,0.1,-0.212,0.064,-0.242,0.058,-0.289,0.055
1880,11,-0.179,0.178,-0.189,0.098,-0.215,0.064,-0.241,0.058,-0.29,0.055
1880,12,-0.232,0.18,-0.192,0.095,-0.219,0.064,-0.238,0.057,-0.289,0.054
1881,1,-0.083,0.251,-0.182,0.095,-0.226,0.064,-0.241,0.057,-0.289,0.054
1881,2,-0.185,0.187,-0.178,0.092,-0.233,0.064,-0.244,0.057,-0.289,0.054
1881,3,-0.063,0.176,-0.172,0.091,-0.239,0.064,-0.246,0.057,-0.289,0.054
1881,4,-0.005,0.175,-0.167,0.089,-0.243,0.064,-0.247,0.057,-0.29,0.054
1881,5,-0.066,0.167,-0.185,0.088,-0.252,0.064,-0.245,0.057,-0.29,0.054
1881,6,-0.347,0.159,-0.183,0.087,-0.254,0.064,-0.246,0.057,-0.291,0.054
1881,7,-0.151,0.182,-0.168,0.085,-0.256,0.064,-0.247,0.057,-0.291,0.054
1881,8,-0.139,0.178,-0.152,0.084,-0.256,0.063,-0.248,0.057,-0.292,0.054
1881,9,-0.308,0.165,-0.155,0.084,-0.263,0.063,-0.249,0.057,-0.291,0.054
1881,10,-0.251,0.156,-0.179,0.085,-0.267,0.063,-0.251,0.057,-0.292,0.054
1881,11,-0.387,0.2,-0.195,0.085,-0.272,0.064,-0.252,0.057,-0.292,0.054
1881,12,-0.213,0.171,-0.195,0.087,-0.278,0.064,-0.25,0.056,-0.29,0.054
1882,1,0.093,0.194,-0.212,0.087,-0.283,0.064,-0.256,0.056,-0.29,0.054
1882,2,0.014,0.185,-0.217,0.087,-0.287,0.064,-0.261,0.056,-0.289,0.054
1882,3,-0.106,0.155,-0.208,0.088,-0.291,0.064,-0.265,0.056,-0.289,0.054
1882,4,-0.282,0.146,-0.217,0.087,-0.297,0.064,-0.267,0.056,-0.29,0.054
1882,5,-0.257,0.168,-0.221,0.087,-0.302,0.064,-0.271,0.056,-0.291,0.054
1882,6,-0.349,0.16,-0.251,0.088,-0.302,0.064,-0.274,0.056,-0.291,0.054
1882,7,-0.356,0.162,-0.292,0.089,-0.307,0.064,-0.278,0.057,-0.292,0.054
1882,8,-0.201,0.173,-0.329,0.088,-0.306,0.064,-0.285,0.057,-0.294,0.054
1882,9,-0.203,0.156,-0.328,0.085,-0.308,0.064,-0.29,0.056,-0.295,0.054
1882,10,-0.352,0.142,-0.331,0.084,-0.311,0.064,-0.295,0.056,-0.295,0.054
1882,11,-0.444,0.172,-0.329,0.082,-0.316,0.063,-0.3,0.056,-0.296,0.054
1882,12,-0.567,0.153,-0.31,0.082,-0.321,0.063,-0.303,0.056,-0.297,0.054
1883,1,-0.399,0.176,-0.303,0.081,-0.322,0.063,-0.306,0.056,-0.299,0.054
1883,2,-0.427,0.183,-0.316,0.081,-0.326,0.063,-0.313,0.056,-0.301,0.054
1883,3,-0.092,0.136,-0.33,0.081,-0.327,0.063,-0.322,0.056,-0.301,0.054
1883,4,-0.319,0.148,-0.324,0.081,-0.327,0.063,-0.328,0.056,-0.301,0.054
1883,5,-0.234,0.159,-0.329,0.08,-0.331,0.062,-0.33,0.056,-0.301,0.054
1883,6,-0.13,0.149,-0.304,0.082,-0.33,0.062,-0.334,0.056,-0.302,0.054
1883,7,-0.272,0.187,-0.291,0.082,-0.339,0.062,-0.337,0.056,-0.302,0.054
1883,8,-0.35,0.171,-0.272,0.081,-0.346,0.062,-0.34,0.056,-0.302,0.054
1883,9,-0.368,0.148,-0.305,0.081,-0.354,0.062,-0.342,0.056,-0.302,0.054
1883,10,-0.285,0.154,-0.324,0.081,-0.361,0.063,-0.343,0.056,-0.302,0.054
1883,11,-0.504,0.152,-0.353,0.082,-0.365,0.063,-0.344,0.056,-0.302,0.054
1883,12,-0.274,0.17,-0.386,0.081,-0.367,0.063,-0.344,0.057,-0.303,0.054
1884,1,-0.241,0.171,-0.409,0.08,-0.369,0.063,-0.344,0.057,-0.304,0.054
1884,2,-0.193,0.167,-0.419,0.08,-0.374,0.063,-0.34,0.056,-0.305,0.054
1884,3,-0.495,0.144,-0.433,0.08,-0.377,0.064,-0.339,0.056,-0.304,0.054
1884,4,-0.549,0.137,-0.449,0.079,-0.381,0.064,-0.336,0.056,-0.304,0.054
1884,5,-0.58,0.152,-0.457,0.078,-0.383,0.063,-0.336,0.057,-0.305,0.054
1884,6,-0.52,0.14,-0.472,0.078,-0.386,0.063,-0.336,0.057,-0.306,0.054
1884,7,-0.551,0.162,-0.508,0.079,-0.403,0.063,-0.335,0.057,-0.306,0.054
1884,8,-0.471,0.174,-0.531,0.081,-0.415,0.062,-0.335,0.057,-0.306,0.054
1884,9,-0.531,0.168,-0.52,0.081,-0.421,0.062,-0.336,0.057,-0.307,0.054
1884,10,-0.475,0.143,-0.518,0.082,-0.423,0.062,-0.338,0.057,-0.306,0.054
1884,11,-0.606,0.162,-0.514,0.083,-0.426,0.062,-0.339,0.057,-0.306,0.054
1884,12,-0.446,0.184,-0.519,0.085,-0.429,0.062,-0.338,0.057,-0.307,0.054
1885,1,-0.673,0.185,-0.503,0.087,-0.429,0.062,-0.339,0.057,-0.307,0.054
1885,2,-0.471,0.159,-0.5,0.087,-0.434,0.062,-0.338,0.057,-0.307,0.054
1885,3,-0.371,0.14,-0.492,0.088,-0.438,0.062,-0.34,0.057,-0.307,0.055
1885,4,-0.518,0.154,-0.48,0.088,-0.439,0.061,-0.341,0.057,-0.307,0.055
1885,5,-0.541,0.185,-0.463,0.088,-0.439,0.061,-0.343,0.057,-0.307,0.055
1885,6,-0.578,0.179,-0.44,0.088,-0.436,0.061,-0.345,0.057,-0.307,0.055
1885,7,-0.354,0.182,-0.436,0.087,-0.435,0.061,-0.346,0.057,-0.307,0.055
1885,8,-0.435,0.172,-0.449,0.085,-0.437,0.061,-0.348,0.057,-0.307,0.055
1885,9,-0.432,0.162,-0.463,0.085,-0.443,0.062,-0.349,0.057,-0.307,0.055
1885,10,-0.33,0.172,-0.453,0.084,-0.444,0.061,-0.349,0.057,-0.307,0.055
1885,11,-0.406,0.158,-0.434,0.081,-0.445,0.062,-0.353,0.056,-0.306,0.055
1885,12,-0.168,0.147,-0.425,0.078,-0.449,0.061,-0.354,0.056,-0.305,0.055
1886,1,-0.628,0.164,-0.419,0.078,-0.448,0.062,-0.358,0.057,-0.304,0.055
1886,2,-0.627,0.146,-0.419,0.079,-0.447,0.061,-0.361,0.057,-0.304,0.055
1886,3,-0.535,0.122,-0.423,0.081,-0.446,0.061,-0.362,0.057,-0.305,0.055
1886,4,-0.398,0.144,-0.434,0.082,-0.442,0.061,-0.365,0.057,-0.306,0.055
1886,5,-0.322,0.15,-0.447,0.082,-0.437,0.061,-0.367,0.057,-0.305,0.055
1886,6,-0.468,0.128,-0.464,0.083,-0.434,0.061,-0.367,0.057,-0.304,0.055
1886,7,-0.276,0.164,-0.49,0.083,-0.432,0.061,-0.369,0.057,-0.304,0.055
1886,8,-0.434,0.182,-0.496,0.08,-0.425,0.062,-0.37,0.057,-0.303,0.055
1886,9,-0.488,0.174,-0.491,0.081,-0.416,0.062,-0.37,0.057,-0.302,0.055
1886,10,-0.458,0.143,-0.489,0.081,-0.406,0.062,-0.37,0.057,-0.301,0.055
1886,11,-0.563,0.155,-0.501,0.083,-0.399,0.062,-0.371,0.057,-0.301,0.055
1886,12,-0.376,0.157,-0.503,0.085,-0.393,0.061,-0.37,0.057,-0.299,0.055
1887,1,-0.938,0.16,-0.509,0.084,-0.387,0.061,-0.374,0.057,-0.298,0.056
1887,2,-0.701,0.137,-0.519,0.082,-0.384,0.061,-0.375,0.057,-0.299,0.056
1887,3,-0.471,0.139,-0.511,0.08,-0.381,0.061,-0.378,0.057,-0.301,0.056
1887,4,-0.378,0.137,-0.509,0.079,-0.378,0.061,-0.38,0.057,-0.301,0.056
1887,5,-0.464,0.159,-0.497,0.078,-0.376,0.061,-0.381,0.056,-0.3,0.056
1887,6,-0.492,0.143,-0.501,0.077,-0.374,0.061,-0.38,0.056,-0.301,0.056
1887,7,-0.351,0.171,-0.451,0.078,-0.371,0.061,-0.381,0.057,-0.302,0.056
1887,8,-0.545,0.179,-0.436,0.078,-0.37,0.06,-0.383,0.057,-0.304,0.056
1887,9,-0.398,0.148,-0.434,0.079,-0.373,0.06,-0.385,0.057,-0.306,0.056
1887,10,-0.429,0.14,-0.433,0.078,-0.371,0.06,-0.384,0.057,-0.307,0.056
1887,11,-0.419,0.156,-0.424,0.077,-0.371,0.06,-0.387,0.056,-0.31,0.056
1887,12,-0.423,0.146,-0.41,0.076,-0.369,0.06,-0.386,0.057,-0.311,0.056
1888,1,-0.346,0.17,-0.401,0.076,-0.37,0.059,-0.39,0.057,-0.311,0.056
1888,2,-0.513,0.137,-0.378,0.075,-0.371,0.06,-0.392,0.057,-0.315,0.056
1888,3,-0.446,0.123,-0.369,0.076,-0.371,0.06,-0.393,0.057,-0.32,0.057
1888,4,-0.376,0.149,-0.341,0.076,-0.371,0.06,-0.394,0.057,-0.323,0.057
1888,5,-0.351,0.168,-0.32,0.077,-0.375,0.06,-0.395,0.057,-0.325,0.057
1888,6,-0.321,0.149,-0.294,0.077,-0.379,0.06,-0.396,0.057,-0.326,0.057
1888,7,-0.243,0.161,-0.275,0.077,-0.376,0.06,-0.395,0.057,-0.328,0.057
1888,8,-0.27,0.169,-0.214,0.078,-0.376,0.06,-0.395,0.057,-0.33,0.057
1888,9,-0.294,0.151,-0.173,0.077,-0.37,0.06,-0.395,0.057,-0.332,0.057
1888,10,-0.092,0.141,-0.137,0.076,-0.37,0.06,-0.394,0.057,-0.333,0.057
1888,11,-0.164,0.156,-0.12,0.075,-0.369,0.06,-0.393,0.057,-0.336,0.057
1888,12,-0.116,0.153,-0.11,0.075,-0.367,0.06,-0.394,0.057,-0.337,0.057
1889,1,-0.121,0.168,-0.103,0.076,-0.368,0.06,-0.396,0.057,-0.338,0.058
1889,2,0.223,0.143,-0.105,0.077,-0.366,0.06,-0.398,0.057,-0.339,0.058
1889,3,0.046,0.13,-0.11,0.078,-0.362,0.06,-0.396,0.058,-0.34,0.058
1889,4,0.062,0.137,-0.127,0.078,-0.36,0.06,-0.396,0.058,-0.34,0.058
1889,5,-0.153,0.147,-0.155,0.079,-0.359,0.06,-0.395,0.058,-0.34,0.058
1889,6,-0.196,0.132,-0.173,0.079,-0.355,0.06,-0.394,0.058,-0.34,0.058
1889,7,-0.161,0.166,-0.2,0.077,-0.344,0.061,-0.392,0.058,-0.341,0.058
1889,8,-0.289,0.171,-0.254,0.077,-0.335,0.061,-0.39,0.058,-0.34,0.058
1889,9,-0.353,0.153,-0.304,0.076,-0.334,0.061,-0.389,0.058,-0.34,0.058
1889,10,-0.301,0.136,-0.344,0.076,-0.336,0.061,-0.387,0.058,-0.34,0.058
1889,11,-0.495,0.138,-0.373,0.075,-0.335,0.061,-0.385,0.058,-0.338,0.058
1889,12,-0.333,0.134,-0.397,0.075,-0.332,0.061,-0.384,0.058,-0.338,0.059
1890,1,-0.447,0.138,-0.42,0.075,-0.333,0.061,-0.382,0.058,-0.338,0.059
1890,2,-0.427,0.143,-0.435,0.075,-0.332,0.062,-0.382,0.059,-0.336,0.059
1890,3,-0.56,0.138,-0.444,0.075,-0.332,0.062,-0.383,0.059,-0.334,0.059
1890,4,-0.418,0.135,-0.443,0.076,-0.329,0.062,-0.381,0.059,-0.334,0.059
1890,5,-0.5,0.147,-0.458,0.077,-0.335,0.062,-0.379,0.059,-0.333,0.059
1890,6,-0.477,0.13,-0.462,0.078,-0.336,0.063,-0.377,0.059,-0.332,0.059
1890,7,-0.439,0.165,-0.465,0.078,-0.345,0.063,-0.375,0.059,-0.332,0.059
1890,8,-0.474,0.168,-0.478,0.079,-0.347,0.063,-0.374,0.06,-0.332,0.059
1890,9,-0.461,0.146,-0.45,0.079,-0.344,0.063,-0.373,0.06,-0.331,0.06
1890,10,-0.29,0.136,-0.445,0.08,-0.344,0.063,-0.373,0.06,-0.33,0.06
1890,11,-0.672,0.149,-0.426,0.081,-0.344,0.064,-0.371,0.06,-0.33,0.06
1890,12,-0.373,0.163,-0.416,0.081,-0.344,0.064,-0.371,0.06,-0.329,0.06
1891,1,-0.482,0.169,-0.408,0.082,-0.343,0.064,-0.368,0.06,-0.33,0.06
1891,2,-0.589,0.167,-0.393,0.083,-0.343,0.064,-0.365,0.06,-0.33,0.06
1891,3,-0.221,0.141,-0.377,0.083,-0.344,0.064,-0.365,0.06,-0.33,0.06
1891,4,-0.365,0.14,-0.381,0.083,-0.346,0.065,-0.365,0.061,-0.33,0.06
1891,5,-0.264,0.147,-0.367,0.083,-0.348,0.065,-0.365,0.061,-0.33,0.06
1891,6,-0.363,0.136,-0.345,0.083,-0.353,0.065,-0.362,0.061,-0.33,0.06
1891,7,-0.337,0.163,-0.328,0.083,-0.36,0.065,-0.361,0.061,-0.33,0.06
1891,8,-0.296,0.168,-0.293,0.083,-0.371,0.065,-0.358,0.061,-0.331,0.061
1891,9,-0.27,0.144,-0.311,0.084,-0.377,0.065,-0.355,0.061,-0.331,0.061
1891,10,-0.34,0.147,-0.321,0.083,-0.386,0.065,-0.352,0.061,-0.331,0.061
1891,11,-0.507,0.145,-0.332,0.083,-0.39,0.065,-0.35,0.062,-0.331,0.061
1891,12,-0.106,0.133,-0.326,0.083,-0.395,0.065,-0.348,0.062,-0.331,0.061
1892,1,-0.275,0.155,-0.336,0.083,-0.397,0.065,-0.341,0.062,-0.332,0.061
1892,2,-0.175,0.137,-0.348,0.083,-0.396,0.065,-0.338,0.062,-0.333,0.061
1892,3,-0.437,0.14,-0.359,0.083,-0.396,0.065,-0.337,0.063,-0.334,0.061
1892,4,-0.486,0.138,-0.353,0.081,-0.395,0.065,-0.334,0.063,-0.334,0.061
1892,5,-0.398,0.151,-0.373,0.081,-0.394,0.066,-0.33,0.063,-0.335,0.061
1892,6,-0.285,0.147,-0.406,0.082,-0.394,0.066,-0.327,0.063,-0.335,0.061
1892,7,-0.459,0.165,-0.458,0.081,-0.394,0.066,-0.326,0.063,-0.335,0.061
1892,8,-0.44,0.17,-0.494,0.081,-0.395,0.066,-0.323,0.063,-0.335,0.061
1892,9,-0.399,0.145,-0.482,0.081,-0.393,0.066,-0.322,0.063,-0.336,0.061
1892,10,-0.264,0.135,-0.471,0.08,-0.39,0.067,-0.32,0.063,-0.336,0.061
1892,11,-0.754,0.136,-0.47,0.08,-0.387,0.067,-0.32,0.063,-0.337,0.061
1892,12,-0.5,0.151,-0.471,0.081,-0.384,0.068,-0.318,0.064,-0.337,0.061
1893,1,-0.894,0.142,-0.447,0.081,-0.38,0.068,-0.317,0.064,-0.336,0.061
1893,2,-0.617,0.124,-0.432,0.081,-0.378,0.068,-0.317,0.064,-0.335,0.061
1893,3,-0.288,0.112,-0.428,0.081,-0.375,0.068,-0.318,0.064,-0.336,0.062
1893,4,-0.352,0.129,-0.425,0.081,-0.374,0.068,-0.319,0.065,-0.337,0.062
1893,5,-0.383,0.145,-0.389,0.081,-0.367,0.068,-0.319,0.065,-0.338,0.062
1893,6,-0.298,0.153,-0.381,0.078,-0.364,0.068,-0.318,0.065,-0.34,0.062
1893,7,-0.17,0.163,-0.351,0.079,-0.36,0.068,-0.319,0.065,-0.341,0.062
1893,8,-0.268,0.166,-0.334,0.08,-0.355,0.068,-0.32,0.065,-0.341,0.062
1893,9,-0.349,0.146,-0.336,0.081,-0.359,0.068,-0.321,0.065,-0.343,0.062
1893,10,-0.22,0.131,-0.35,0.081,-0.361,0.069,-0.324,0.065,-0.344,0.062
1893,11,-0.33,0.124,-0.351,0.081,-0.361,0.069,-0.328,0.066,-0.344,0.062
1893,12,-0.401,0.125,-0.364,0.08,-0.357,0.069,-0.33,0.066,-0.345,0.062
1894,1,-0.533,0.139,-0.373,0.081,-0.353,0.069,-0.331,0.066,-0.347,0.062
1894,2,-0.414,0.135,-0.374,0.081,-0.35,0.069,-0.337,0.066,-0.349,0.063
1894,3,-0.317,0.127,-0.373,0.081,-0.349,0.069,-0.341,0.066,-0.349,0.063
1894,4,-0.516,0.134,-0.374,0.081,-0.344,0.069,-0.343,0.066,-0.349,0.063
1894,5,-0.394,0.143,-0.381,0.082,-0.34,0.069,-0.344,0.066,-0.349,0.063
1894,6,-0.452,0.148,-0.375,0.082,-0.34,0.069,-0.345,0.066,-0.349,0.063
1894,7,-0.277,0.169,-0.37,0.082,-0.339,0.069,-0.346,0.066,-0.349,0.063
1894,8,-0.281,0.167,-0.374,0.082,-0.341,0.069,-0.345,0.066,-0.349,0.063
1894,9,-0.346,0.142,-0.383,0.083,-0.339,0.07,-0.343,0.066,-0.349,0.063
1894,10,-0.222,0.129,-0.364,0.084,-0.332,0.07,-0.342,0.066,-0.35,0.063
1894,11,-0.418,0.132,-0.358,0.085,-0.325,0.07,-0.338,0.066,-0.348,0.063
1894,12,-0.328,0.131,-0.344,0.085,-0.323,0.07,-0.337,0.067,-0.348,0.063
1895,1,-0.476,0.145,-0.339,0.086,-0.319,0.07,-0.337,0.067,-0.347,0.063
1895,2,-0.462,0.129,-0.341,0.087,-0.315,0.071,-0.334,0.067,-0.347,0.063
1895,3,-0.429,0.127,-0.34,0.087,-0.313,0.07,-0.329,0.067,-0.347,0.063
1895,4,-0.284,0.138,-0.341,0.088,-0.312,0.071,-0.326,0.068,-0.346,0.064
1895,5,-0.324,0.154,-0.324,0.089,-0.305,0.071,-0.323,0.068,-0.345,0.064
1895,6,-0.278,0.141,-0.314,0.089,-0.301,0.071,-0.32,0.068,-0.344,0.064
1895,7,-0.219,0.173,-0.294,0.087,-0.289,0.071,-0.318,0.068,-0.344,0.064
1895,8,-0.3,0.169,-0.278,0.086,-0.287,0.072,-0.315,0.068,-0.344,0.064
1895,9,-0.333,0.144,-0.28,0.085,-0.293,0.072,-0.313,0.068,-0.344,0.064
1895,10,-0.236,0.13,-0.298,0.084,-0.293,0.072,-0.31,0.069,-0.344,0.064
1895,11,-0.221,0.133,-0.293,0.084,-0.294,0.072,-0.306,0.069,-0.343,0.064
1895,12,-0.21,0.128,-0.281,0.083,-0.292,0.072,-0.304,0.069,-0.343,0.064
1896,1,-0.231,0.141,-0.271,0.083,-0.296,0.072,-0.303,0.069,-0.342,0.064
1896,2,-0.27,0.128,-0.255,0.084,-0.297,0.072,-0.299,0.069,-0.341,0.064
1896,3,-0.459,0.119,-0.243,0.085,-0.298,0.073,-0.297,0.07,-0.339,0.065
1896,4,-0.491,0.137,-0.227,0.085,-0.303,0.073,-0.295,0.07,-0.337,0.065
1896,5,-0.27,0.149,-0.233,0.086,-0.307,0.073,-0.294,0.07,-0.337,0.065
1896,6,-0.129,0.138,-0.225,0.087,-0.307,0.073,-0.293,0.07,-0.337,0.065
1896,7,-0.099,0.163,-0.222,0.088,-0.302,0.074,-0.292,0.07,-0.337,0.065
1896,8,-0.115,0.169,-0.224,0.088,-0.303,0.073,-0.291,0.07,-0.336,0.065
1896,9,-0.188,0.151,-0.211,0.088,-0.305,0.074,-0.292,0.07,-0.336,0.065
1896,10,-0.041,0.127,-0.175,0.087,-0.3,0.074,-0.291,0.07,-0.334,0.065
1896,11,-0.293,0.133,-0.153,0.087,-0.297,0.074,-0.29,0.07,-0.334,0.065
1896,12,-0.117,0.135,-0.156,0.087,-0.296,0.074,-0.291,0.07,-0.333,0.065
1897,1,-0.19,0.168,-0.164,0.087,-0.296,0.074,-0.291,0.07,-0.331,0.066
1897,2,-0.293,0.119,-0.173,0.087,-0.294,0.074,-0.29,0.07,-0.33,0.066
1897,3,-0.301,0.125,-0.178,0.087,-0.29,0.074,-0.29,0.07,-0.329,0.066
1897,4,-0.064,0.129,-0.192,0.088,-0.288,0.074,-0.289,0.07,-0.329,0.066
1897,5,-0.006,0.143,-0.197,0.09,-0.281,0.074,-0.289,0.07,-0.33,0.066
1897,6,-0.168,0.142,-0.21,0.089,-0.281,0.075,-0.289,0.07,-0.33,0.066
1897,7,-0.195,0.175,-0.208,0.089,-0.28,0.075,-0.288,0.07,-0.33,0.066
1897,8,-0.214,0.172,-0.225,0.089,-0.272,0.075,-0.288,0.07,-0.329,0.066
1897,9,-0.258,0.152,-0.252,0.09,-0.265,0.075,-0.287,0.07,-0.33,0.066
1897,10,-0.209,0.148,-0.28,0.09,-0.262,0.075,-0.289,0.07,-0.329,0.066
1897,11,-0.344,0.137,-0.313,0.088,-0.258,0.075,-0.287,0.07,-0.329,0.067
1897,12,-0.272,0.124,-0.318,0.086,-0.256,0.075,-0.288,0.07,-0.33,0.067
1898,1,-0.17,0.17,-0.331,0.087,-0.255,0.075,-0.283,0.071,-0.33,0.067
1898,2,-0.498,0.123,-0.344,0.087,-0.253,0.075,-0.279,0.071,-0.329,0.067
1898,3,-0.625,0.127,-0.357,0.089,-0.25,0.075,-0.279,0.071,-0.33,0.067
1898,4,-0.403,0.136,-0.381,0.09,-0.246,0.076,-0.28,0.071,-0.33,0.067
1898,5,-0.399,0.156,-0.4,0.091,-0.246,0.076,-0.281,0.071,-0.33,0.067
1898,6,-0.228,0.15,-0.412,0.092,-0.245,0.076,-0.283,0.071,-0.33,0.067
1898,7,-0.351,0.168,-0.417,0.093,-0.246,0.076,-0.286,0.071,-0.33,0.067
